id,valor,peso,volumen,categoria
2632,562,7,6,5
2633,973,32,52,3
2634,298,51,47,5
2635,860,66,31,4
2636,200,18,13,3
2637,305,72,79,5
2638,477,21,23,1
2639,174,8,34,2
2640,941,83,35,1
2641,989,46,49,2
2642,187,6,90,3
2643,466,26,71,2
2644,984,71,6,3
2645,105,13,73,5
2646,289,64,19,4
2647,49,8,3,1
2648,777,2,14,1
2649,473,42,61,5
2650,434,46,3,2
2651,786,57,2,1
2652,765,61,90,3
2653,438,80,54,5
2654,482,26,39,3
2655,889,91,90,4
2656,342,49,62,5
2657,928,6,97,5
2658,514,6,46,3
2659,286,90,96,2
2660,151,48,58,2
2661,290,96,28,5
2662,411,71,100,3
2663,64,83,58,2
2664,91,45,16,4
2665,445,36,52,1
2666,266,8,32,1
2667,96,87,31,3
2668,967,72,95,2
2669,341,26,58,2
2670,911,80,1,4
2671,813,94,95,4
2672,100,58,17,4
2673,962,95,54,4
2674,24,3,26,3
2675,455,69,70,4
2676,736,22,100,5
2677,294,96,54,2
2678,538,89,41,1
2679,177,6,98,1
2680,855,6,50,5
2681,607,6,23,2
2682,548,11,70,2
2683,520,10,100,4
2684,615,14,38,5
2685,775,82,18,1
2686,391,90,35,1
2687,437,24,79,1
2688,489,34,80,3
2689,581,80,35,2
2690,812,71,24,1
2691,232,76,51,2
2692,268,15,1,1
2693,652,19,52,3
2694,451,85,97,1
2695,576,71,87,4
2696,148,88,57,2
2697,870,46,59,5
2698,721,66,38,2
2699,101,14,46,2
2700,400,59,87,4
2701,251,13,97,3
2702,959,56,25,3
2703,354,70,90,5
2704,967,33,45,5
2705,328,17,53,1
2706,691,27,28,1
2707,739,24,6,1
2708,58,83,39,1
2709,360,75,32,1
2710,496,95,33,4
2711,200,1,31,4
2712,976,52,42,4
2713,450,53,58,4
2714,984,79,25,3
2715,685,1,72,5
2716,611,39,9,3
2717,680,1,7,3
2718,600,99,74,2
2719,219,40,85,4
2720,40,82,85,3
2721,466,31,22,5
2722,142,68,96,1
2723,82,7,20,3
2724,354,23,63,2
2725,549,88,13,1
2726,297,72,24,2
2727,221,77,42,4
2728,707,1,22,3
2729,373,14,40,5
2730,977,88,96,3
2731,802,45,25,2
2732,77,72,32,2
2733,274,27,51,3
2734,780,10,86,4
2735,847,2,36,4
2736,691,19,32,2
2737,70,64,71,5
2738,19,78,41,2
2739,336,18,70,5
2740,769,45,31,1
2741,814,87,30,5
2742,452,99,73,5
2743,696,86,99,1
2744,233,11,67,3
2745,614,54,92,3
2746,164,40,76,3
2747,573,57,28,1
2748,480,27,34,3
2749,584,73,89,1
2750,574,55,64,4
2751,524,45,6,1
2752,240,45,50,2
2753,317,93,19,1
2754,509,66,33,1
2755,265,45,47,3
2756,142,30,93,3
2757,869,17,71,2
2758,115,63,78,2
2759,810,90,77,4
2760,122,44,65,1
2761,836,50,58,4
2762,650,27,46,5
2763,533,26,4,5
2764,643,9,9,5
2765,441,50,30,2
2766,550,27,14,3
2767,695,100,80,2
2768,171,11,11,3
2769,154,49,88,3
2770,533,67,47,2
2771,115,92,65,3
2772,870,13,83,4
2773,630,65,8,2
2774,121,63,5,2
2775,265,45,14,5
2776,267,14,39,2
2777,944,83,62,5
2778,837,46,72,3
2779,121,58,74,5
2780,282,86,64,1
2781,347,44,100,3
2782,271,79,28,4
2783,932,66,3,5
2784,700,8,73,2
2785,838,41,98,2
2786,976,3,7,1
2787,824,69,65,5
2788,651,52,13,3
2789,654,26,99,4
2790,913,76,44,3
2791,49,22,37,1
2792,828,7,71,3
2793,465,83,6,5
2794,433,47,47,4
2795,930,95,65,2
2796,318,40,53,5
2797,75,34,98,5
2798,366,99,48,4
2799,362,82,69,4
2800,666,70,72,2
2801,275,6,32,2
2802,134,67,66,1
2803,49,2,60,1
2804,871,72,90,5
2805,454,99,46,3
2806,86,87,68,4
2807,823,51,25,3
2808,427,14,84,5
2809,879,36,25,3
2810,555,68,20,2
2811,110,26,92,4
2812,823,3,77,4
2813,58,52,85,4
2814,444,64,35,3
2815,551,59,10,4
2816,759,76,59,4
2817,194,87,19,1
2818,192,41,6,5
2819,592,40,85,1
2820,27,53,5,1
2821,577,21,82,5
2822,333,55,35,2
2823,600,100,28,5
2824,36,45,74,2
2825,630,84,59,4
2826,745,69,68,5
2827,214,69,36,2
2828,134,70,13,2
2829,680,76,86,4
2830,964,8,63,3
2831,192,35,11,2
2832,815,61,58,2
2833,622,78,79,1
2834,706,67,84,5
2835,65,68,75,3
2836,853,96,29,2
2837,644,2,32,3
2838,959,4,4,5
2839,584,21,17,4
2840,715,78,18,2
2841,243,63,50,1
2842,916,49,22,1
2843,152,93,76,5
2844,506,23,92,2
2845,155,76,65,2
2846,240,90,16,3
2847,687,36,60,5
2848,758,50,31,5
2849,453,93,41,1
2850,985,1,30,5
2851,302,91,36,1
2852,569,84,26,3
2853,917,26,27,5
2854,897,20,11,5
2855,660,21,91,4
2856,177,23,97,3
2857,458,69,95,1
2858,680,53,31,3
2859,196,8,31,5
2860,102,34,15,3
2861,113,52,43,3
2862,798,11,15,3
2863,139,46,65,4
2864,205,85,10,3
2865,175,9,93,2
2866,824,17,36,1
2867,659,37,54,2
2868,681,22,69,1
2869,633,2,27,1
2870,48,18,46,3
2871,892,52,57,1
2872,834,43,100,2
2873,172,19,70,1
2874,678,47,98,4
2875,986,23,69,1
2876,251,89,80,2
2877,116,23,79,5
2878,912,82,39,3
2879,634,49,44,2
2880,443,8,32,3
2881,765,10,94,3
2882,942,95,18,5
2883,876,24,74,4
2884,260,48,7,5
2885,275,28,92,1
2886,637,17,73,2
2887,264,32,72,4
2888,37,69,38,2
2889,631,46,15,1
2890,825,90,24,5
2891,656,98,41,5
2892,600,18,11,1
2893,26,58,91,5
2894,277,18,82,1
2895,1000,81,22,1
2896,272,42,67,4
2897,966,24,92,1
2898,508,78,80,4
2899,144,99,98,2
2900,965,7,17,4
2901,306,53,11,2
2902,279,79,82,2
2903,384,27,9,1
2904,349,40,99,3
2905,634,52,42,4
2906,175,91,99,1
2907,823,6,29,1
2908,79,15,6,4
2909,129,73,59,4
2910,930,25,50,2
2911,845,49,45,1
2912,712,62,74,5
2913,182,37,37,4
2914,641,51,8,1
2915,368,59,54,2
2916,997,4,48,4
2917,818,86,44,2
2918,799,40,60,5
2919,888,82,42,4
2920,608,25,64,5
2921,423,16,15,4
2922,102,3,2,4
2923,875,28,24,3
2924,219,35,74,1
2925,327,63,51,5
2926,171,96,96,1
2927,853,72,87,4
2928,413,35,77,1
2929,152,69,1,5
2930,29,64,59,3
2931,461,53,52,1
2932,17,76,43,4
2933,721,15,45,5
2934,735,27,24,5
2935,815,39,59,1
2936,218,36,24,3
2937,632,7,83,3
2938,421,60,26,4
2939,869,3,67,3
2940,454,6,49,4
2941,212,6,63,5
2942,365,71,100,3
2943,485,45,49,1
2944,570,30,92,5
2945,803,91,46,1
2946,722,60,59,4
2947,497,62,20,1
2948,469,22,25,2
2949,916,84,34,3
2950,953,49,54,5
2951,635,64,55,5
2952,138,46,38,1
2953,108,93,63,3
2954,452,19,78,2
2955,228,6,17,3
2956,412,86,93,5
2957,714,94,42,1
2958,522,39,9,1
2959,985,86,67,2
2960,292,64,59,4
2961,118,43,97,2
2962,183,97,65,5
2963,253,29,72,3
2964,779,98,68,1
2965,618,42,90,1
2966,87,51,34,1
2967,256,41,99,2
2968,395,54,74,5
2969,688,81,22,5
2970,246,64,29,1
2971,417,21,24,5
2972,29,37,88,1
2973,966,71,35,2
2974,345,27,1,5
2975,684,86,83,3
2976,155,99,16,4
2977,792,75,62,1
2978,54,13,63,4
2979,316,90,37,4
2980,772,14,82,1
2981,406,85,95,1
2982,412,53,78,1
2983,489,9,90,4
2984,909,69,9,2
2985,938,22,83,5
2986,794,22,21,3
2987,807,97,86,1
2988,296,95,96,1
2989,59,57,15,2
2990,542,97,58,2
2991,649,40,2,5
2992,961,54,5,3
2993,151,26,2,4
2994,571,2,94,1
2995,669,60,83,2
2996,23,96,55,5
2997,465,72,50,5
2998,81,67,69,1
2999,508,77,77,2
3000,490,33,15,5
3001,652,54,18,5
3002,874,22,62,4
3003,165,9,97,4
3004,523,77,8,3
3005,631,27,26,1
3006,806,12,82,4
3007,980,94,51,2
3008,460,74,76,5
3009,141,53,55,4
3010,551,82,9,2
3011,424,30,86,1
3012,858,97,10,5
3013,99,77,27,1
3014,876,45,13,1
3015,723,2,11,4
3016,627,97,36,5
3017,791,70,24,1
3018,643,28,24,2
3019,717,77,88,5
3020,135,39,87,3
3021,598,5,13,2
3022,433,46,17,1
3023,704,46,76,5
3024,114,59,51,1
3025,817,20,94,3
3026,518,37,96,2
3027,540,53,40,3
3028,850,80,50,2
3029,477,81,50,2
3030,849,6,84,3
3031,409,59,34,5
3032,497,73,58,5
3033,246,91,80,4
3034,492,53,34,3
3035,115,98,24,4
3036,950,11,31,4
3037,177,18,47,3
3038,314,22,4,4
3039,330,88,55,2
3040,556,9,36,2
3041,453,68,97,2
3042,383,28,26,1
3043,251,50,46,2
3044,762,74,21,1
3045,712,67,3,2
3046,425,49,78,2
3047,345,73,57,5
3048,213,92,75,3
3049,61,47,86,5
3050,206,69,88,1
3051,359,83,73,3
3052,326,19,91,2
3053,135,27,18,3
3054,498,24,9,1
3055,204,13,95,3
3056,977,74,38,2
3057,924,4,55,1
3058,277,92,71,3
3059,662,46,99,1
3060,272,73,68,3
3061,61,21,12,1
3062,13,39,100,5
3063,805,87,79,4
3064,515,73,31,1
3065,159,59,29,4
3066,382,21,76,5
3067,544,20,8,2
3068,27,63,11,4
3069,416,70,94,1
3070,641,85,81,3
3071,472,48,37,5
3072,117,75,88,1
3073,786,76,17,1
3074,517,3,49,3
3075,629,100,95,1
3076,584,68,55,1
3077,59,73,7,3
3078,195,68,4,2
3079,746,75,73,5
3080,144,67,84,3
3081,163,93,31,1
3082,256,73,38,5
3083,262,7,49,3
3084,413,21,99,3
3085,65,65,15,2
3086,62,46,63,2
3087,64,37,84,1
3088,517,89,53,1
3089,566,89,18,3
3090,205,34,32,4
3091,598,51,22,3
3092,125,12,98,2
3093,31,25,81,1
3094,790,37,30,1
3095,144,26,15,1
3096,701,11,65,1
3097,785,100,94,1
3098,695,64,16,1
3099,251,93,85,1
3100,217,96,8,4
3101,706,1,41,5
3102,921,53,66,2
3103,99,77,95,5
3104,266,49,34,2
3105,408,79,6,4
3106,502,89,13,4
3107,407,25,36,5
3108,775,11,81,2
3109,162,53,37,3
3110,379,2,16,4
3111,801,37,71,3
3112,198,81,37,2
3113,114,5,63,1
3114,130,96,99,1
3115,783,36,40,3
3116,583,50,92,1
3117,559,51,18,2
3118,385,98,85,1
3119,648,36,66,3
3120,869,40,90,4
3121,921,22,10,2
3122,549,73,75,3
3123,760,42,61,1
3124,175,19,80,1
3125,723,10,9,3
3126,469,90,18,2
3127,344,33,2,1
3128,406,39,55,1
3129,624,92,67,4
3130,838,100,22,5
3131,129,48,86,3
3132,165,20,98,3
3133,844,91,51,1
3134,982,87,10,2
3135,310,90,64,5
3136,356,68,93,4
3137,75,46,55,5
3138,595,97,66,4
3139,263,63,37,4
3140,846,85,20,3
3141,829,81,57,3
3142,765,7,72,2
3143,215,45,57,1
3144,869,11,44,3
3145,967,9,46,2
3146,151,75,39,5
3147,953,72,32,5
3148,870,70,89,2
3149,357,68,9,4
3150,728,38,32,1
3151,785,71,45,1
3152,490,64,78,1
3153,388,57,45,3
3154,382,2,37,2
3155,531,61,81,5
3156,368,89,53,3
3157,674,73,27,2
3158,285,35,94,1
3159,727,57,58,2
3160,651,9,3,4
3161,622,71,51,2
3162,550,8,36,3
3163,90,45,20,4
3164,952,32,41,4
3165,472,88,6,2
3166,47,98,72,2
3167,543,27,51,3
3168,250,10,75,1
3169,176,42,19,4
3170,466,91,29,4
3171,255,11,65,4
3172,655,64,83,5
3173,423,83,8,5
3174,281,42,99,4
3175,600,27,71,5
3176,17,18,52,1
3177,47,15,57,4
3178,922,45,97,3
3179,545,96,46,5
3180,946,32,68,2
3181,74,85,47,5
3182,248,55,47,4
3183,461,26,59,5
3184,363,64,17,3
3185,509,7,84,5
3186,668,62,34,1
3187,937,61,92,4
3188,217,53,4,4
3189,744,59,83,5
3190,969,6,89,1
3191,605,18,54,4
3192,37,65,25,5
3193,465,74,63,3
3194,562,100,75,2
3195,287,84,57,3
3196,97,65,42,4
3197,753,64,70,1
3198,991,45,28,3
3199,503,85,33,3
3200,446,92,86,3
3201,688,55,89,4
3202,211,59,88,5
3203,69,67,89,3
3204,336,3,32,3
3205,517,30,95,4
3206,57,21,36,2
3207,858,19,40,1
3208,207,32,43,5
3209,392,78,92,4
3210,765,80,51,2
3211,989,89,47,1
3212,67,34,27,3
3213,442,11,16,4
3214,949,39,77,4
3215,275,50,60,1
3216,724,74,95,2
3217,883,50,52,1
3218,777,62,57,4
3219,557,38,12,5
3220,135,88,53,4
3221,276,72,3,2
3222,726,66,4,1
3223,599,15,54,5
3224,970,63,49,3
3225,73,29,56,4
3226,843,5,100,1
3227,436,4,33,3
3228,908,61,20,1
3229,619,73,41,2
3230,50,69,35,5
3231,272,70,69,5
3232,950,95,27,3
3233,814,71,6,5
3234,543,36,8,2
3235,935,95,77,4
3236,662,22,83,3
3237,651,80,97,3
3238,717,65,93,4
3239,522,63,12,3
3240,533,75,13,4
3241,597,63,49,2
3242,626,41,2,5
3243,203,12,50,2
3244,951,50,39,5
3245,430,17,72,2
3246,608,7,30,4
3247,417,24,22,2
3248,967,45,14,5
3249,378,42,3,1
3250,229,53,79,5
3251,209,61,9,5
3252,480,85,1,1
3253,94,66,81,2
3254,774,56,92,2
3255,856,35,69,5
3256,61,21,79,5
3257,847,4,80,1
3258,513,86,24,4
3259,847,75,73,2
3260,981,54,16,4
3261,233,63,22,3
3262,795,96,19,4
3263,76,91,100,4
3264,34,74,84,1
3265,372,36,85,5
3266,559,24,91,1
3267,927,33,1,2
3268,84,93,26,5
3269,673,50,89,1
3270,465,72,61,4
3271,196,98,81,3
3272,968,34,27,3
3273,500,98,9,4
3274,564,68,51,2
3275,153,75,45,4
3276,341,32,53,3
3277,590,30,1,2
3278,764,3,72,2
3279,372,56,6,1
3280,758,29,96,5
3281,247,60,33,4
3282,192,41,58,4
3283,163,19,36,5
3284,700,12,57,4
3285,392,35,43,4
3286,567,55,1,3
3287,87,17,89,4
3288,87,98,71,5
3289,921,7,28,2
3290,377,93,57,3
3291,883,67,95,5
3292,742,88,9,3
3293,673,44,42,2
3294,476,72,5,2
3295,199,25,80,2
3296,459,18,31,4
3297,390,62,86,3
3298,752,40,28,5
3299,126,3,26,4
3300,922,91,59,3
3301,538,56,60,5
3302,372,22,81,3
3303,528,48,12,2
3304,137,82,54,5
3305,938,79,31,1
3306,871,9,77,4
3307,255,6,4,4
3308,110,54,73,4
3309,207,60,38,3
3310,507,21,73,2
3311,122,53,41,4
3312,490,78,55,4
3313,820,98,18,2
3314,810,8,70,2
3315,560,75,70,3
3316,418,82,14,3
3317,669,93,53,5
3318,643,7,34,3
3319,908,61,59,2
3320,94,41,45,4
3321,759,23,80,4
3322,500,70,90,1
3323,275,50,42,2
3324,900,73,90,1
3325,689,90,86,3
3326,97,20,87,3
3327,327,41,18,3
3328,247,59,42,3
3329,258,15,33,1
3330,143,73,30,3
3331,577,36,45,5
3332,353,39,75,4
3333,895,31,76,1
3334,339,94,75,2
3335,160,80,14,2
3336,352,65,81,5
3337,254,5,7,5
3338,140,58,86,4
3339,638,53,26,5
3340,560,5,53,2
3341,659,88,24,4
3342,866,2,31,3
3343,697,53,2,3
3344,379,30,36,4
3345,548,21,8,4
3346,793,81,22,3
3347,680,29,81,2
3348,566,49,75,4
3349,665,36,36,4
3350,811,39,30,2
3351,576,3,75,1
3352,385,23,31,3
3353,465,86,82,4
3354,931,27,55,2
3355,665,23,91,2
3356,107,50,24,3
3357,712,22,83,1
3358,859,2,42,1
3359,98,71,44,2
3360,238,47,30,3
3361,775,89,8,5
3362,830,75,43,1
3363,600,58,9,4
3364,344,2,9,3
3365,962,86,81,3
3366,465,1,23,1
3367,935,42,35,1
3368,169,67,57,4
3369,945,18,1,5
3370,245,45,94,1
3371,179,77,12,4
3372,575,64,87,5
3373,482,74,100,5
3374,683,44,8,4
3375,993,100,41,4
3376,294,12,56,3
3377,311,59,9,1
3378,11,97,45,1
3379,839,18,58,5
3380,1000,47,29,1
3381,287,60,16,4
3382,172,7,29,5
3383,795,55,91,3
3384,976,53,24,4
3385,883,27,33,2
3386,121,52,88,5
3387,640,5,17,4
3388,435,81,29,1
3389,740,2,46,2
3390,990,59,6,1
3391,361,43,49,3
3392,508,60,32,2
3393,732,41,88,4
3394,940,95,81,5
3395,852,57,56,3
3396,828,34,31,1
3397,404,11,32,4
3398,473,26,29,2
3399,962,100,32,1
3400,107,15,53,1
3401,66,58,12,4
3402,227,37,47,3
3403,439,79,80,5
3404,742,96,43,5
3405,340,57,32,1
3406,777,10,6,1
3407,22,67,80,5
3408,482,51,14,1
3409,243,54,94,5
3410,861,60,71,5
3411,487,81,53,5
3412,976,78,97,4
3413,223,24,82,1
3414,205,52,22,1
3415,680,97,41,2
3416,933,86,9,2
3417,516,33,92,5
3418,905,37,16,2
3419,373,11,62,4
3420,167,29,97,3
3421,916,60,17,4
3422,130,75,9,3
3423,911,34,20,5
3424,422,31,45,3
3425,603,41,8,5
3426,234,44,94,2
3427,910,69,79,4
3428,29,11,33,3
3429,632,74,28,5
3430,911,63,64,2
3431,81,23,91,5
3432,959,82,8,2
3433,537,21,31,4
3434,399,32,18,2
3435,582,16,96,2
3436,508,43,9,4
3437,624,34,35,2
3438,858,29,44,3
3439,201,19,20,3
3440,771,71,27,1
3441,770,1,21,1
3442,328,54,47,5
3443,944,1,94,5
3444,215,11,36,5
3445,158,49,51,4
3446,466,52,91,3
3447,931,84,39,4
3448,497,49,90,1
3449,809,12,1,5
3450,327,53,43,3
3451,237,69,20,5
3452,47,63,65,4
3453,270,77,6,2
3454,238,28,81,5
3455,853,38,49,5
3456,422,7,98,1
3457,208,93,22,4
3458,299,38,18,4
3459,385,68,92,3
3460,619,10,42,5
3461,936,87,5,1
3462,218,86,57,5
3463,620,55,4,4
3464,409,39,65,2
3465,701,73,64,5
3466,327,66,10,3
3467,433,16,13,1
3468,949,45,48,1
3469,324,57,77,2
3470,503,76,32,2
3471,814,60,87,3
3472,676,1,5,1
3473,571,30,77,5
3474,145,15,23,4
3475,884,98,3,4
3476,755,25,48,5
3477,452,10,1,3
3478,822,89,36,4
3479,545,42,68,2
3480,706,38,96,3
3481,536,32,40,5
3482,955,94,65,5
3483,305,43,13,4
3484,844,91,37,5
3485,664,42,48,1
3486,207,8,61,3
3487,70,65,42,5
3488,551,30,44,1
3489,751,38,83,2
3490,774,14,4,4
3491,202,51,54,4
3492,936,36,84,2
3493,844,48,31,5
3494,435,5,48,5
3495,165,37,4,5
3496,948,81,25,2
3497,247,70,9,1
3498,930,90,58,3
3499,671,46,92,4
3500,352,83,63,2
3501,48,67,19,2
3502,833,37,77,4
3503,357,39,38,2
3504,538,84,1,1
3505,249,68,21,2
3506,258,2,81,1
3507,287,61,20,4
3508,509,3,87,1
3509,249,91,8,1
3510,363,90,75,2
3511,555,75,82,2
3512,960,86,80,4
3513,608,41,50,1
3514,49,74,99,4
3515,390,1,16,1
3516,670,81,29,2
3517,590,64,59,3
3518,451,87,84,5
3519,272,100,45,1
3520,542,87,67,2
3521,786,60,40,3
3522,650,2,16,5
3523,934,8,39,4
3524,732,79,3,4
3525,213,14,49,3
3526,880,83,53,2
3527,931,47,49,2
3528,496,47,12,5
3529,805,46,25,3
3530,901,41,92,3
3531,944,2,53,2
3532,680,44,78,4
3533,139,46,61,2
3534,43,39,50,2
3535,163,93,19,3
3536,371,2,44,1
3537,627,98,8,2
3538,509,81,19,1
3539,578,93,64,5
3540,561,58,74,1
3541,342,26,77,3
3542,438,47,49,2
3543,652,4,2,3
3544,658,53,62,2
3545,317,4,9,5
3546,100,49,93,4
3547,693,46,13,1
3548,363,31,60,2
3549,838,84,5,4
3550,244,28,89,5
3551,19,33,21,5
3552,960,100,62,1
3553,269,32,7,3
3554,37,67,25,3
3555,883,97,42,4
3556,723,22,92,1
3557,414,69,20,1
3558,522,79,91,2
3559,807,33,7,1
3560,696,71,58,1
3561,909,78,13,3
3562,539,79,88,3
3563,416,9,49,4
3564,79,7,28,3
3565,331,18,95,4
3566,290,92,47,3
3567,675,53,17,4
3568,492,1,74,5
3569,869,20,63,5
3570,673,74,13,4
3571,947,66,14,3
3572,777,58,27,1
3573,935,63,72,4
3574,757,90,22,3
3575,449,8,62,2
3576,773,66,11,2
3577,963,29,90,5
3578,277,59,83,3
3579,523,32,47,4
3580,321,29,59,4
3581,733,8,42,5
3582,633,50,70,3
3583,714,62,6,4
3584,862,14,46,4
3585,270,28,25,5
3586,488,82,89,2
3587,384,81,75,2
3588,105,11,48,5
3589,992,66,78,3
3590,218,40,51,2
3591,241,99,41,1
3592,783,32,78,3
3593,236,48,93,3
3594,597,18,38,1
3595,507,26,61,5
3596,564,12,49,4
3597,510,76,18,5
3598,815,89,55,2
3599,139,23,77,3
3600,934,27,95,4
3601,375,64,14,5
3602,523,9,12,5
3603,935,30,19,3
3604,260,44,41,4
3605,389,43,80,5
3606,462,91,18,5
3607,274,8,51,5
3608,156,79,62,1
3609,570,11,72,1
3610,939,2,92,3
3611,947,98,25,3
3612,140,55,31,5
3613,897,26,98,5
3614,861,55,12,3
3615,948,35,43,3
3616,19,8,45,4
3617,55,29,55,5
3618,345,37,48,1
3619,617,70,87,1
3620,665,76,44,5
3621,822,78,91,1
3622,128,60,54,4
3623,291,83,5,1
3624,672,49,87,3
3625,171,17,82,2
3626,855,45,92,5
3627,272,93,91,4
3628,327,40,56,2
3629,60,99,5,5
3630,723,93,45,4
3631,263,33,20,5
3632,673,41,1,2
3633,808,75,8,1
3634,199,5,39,3
3635,490,45,36,5
3636,327,13,97,1
3637,645,15,3,1
3638,436,8,88,4
3639,308,44,10,4
3640,761,100,61,4
3641,575,6,6,1
3642,149,89,63,3
3643,215,83,51,5
3644,549,93,29,5
3645,949,56,85,2
3646,725,97,8,3
3647,115,7,50,4
3648,169,59,98,5
3649,167,66,49,2
3650,370,97,64,5
3651,137,64,44,2
3652,282,38,89,4
3653,50,8,92,2
3654,835,72,30,3
3655,792,41,4,1
3656,968,45,53,4
3657,310,27,37,1
3658,75,67,99,5
3659,48,61,66,1
3660,448,33,95,5
3661,253,24,54,4
3662,488,41,71,2
3663,77,82,20,4
3664,222,67,74,2
3665,197,10,58,3
3666,223,56,87,1
3667,943,6,52,1
3668,359,100,24,4
3669,59,93,27,1
3670,658,97,54,1
3671,945,51,40,5
3672,697,35,49,3
3673,517,13,27,1
3674,460,62,48,4
3675,710,78,95,3
3676,336,65,5,1
3677,501,17,55,5
3678,176,8,77,4
3679,986,18,95,4
3680,205,71,88,2
3681,708,27,46,4
3682,545,40,85,1
3683,485,74,38,1
3684,498,86,58,3
3685,197,11,91,4
3686,678,52,64,2
3687,108,43,61,2
3688,129,27,8,1
3689,532,37,41,2
3690,593,69,9,4
3691,437,51,18,4
3692,988,85,57,3
3693,691,62,33,2
3694,103,90,98,1
3695,293,35,43,4
3696,654,9,3,1
3697,812,59,54,3
3698,285,74,7,5
3699,171,13,90,1
3700,689,69,25,2
3701,75,63,70,1
3702,577,47,41,3
3703,370,59,22,3
3704,673,50,98,2
3705,184,8,60,1
3706,430,44,45,2
3707,261,52,83,2
3708,490,69,55,5
3709,312,30,19,1
3710,95,12,72,4
3711,204,45,70,1
3712,396,66,42,1
3713,474,56,37,3
3714,109,74,31,1
3715,667,89,67,4
3716,293,22,47,1
3717,201,44,22,5
3718,32,85,90,3
3719,218,87,23,1
3720,287,4,13,5
3721,643,78,8,3
3722,142,76,65,5
3723,346,78,71,5
3724,562,77,26,1
3725,654,84,12,1
3726,541,90,44,3
3727,275,68,61,3
3728,873,10,100,2
3729,612,99,41,5
3730,233,33,26,5
3731,485,85,37,4
3732,915,5,37,5
3733,380,56,39,5
3734,839,84,66,5
3735,618,70,34,2
3736,820,34,4,2
3737,872,3,52,3
3738,404,70,50,5
3739,671,15,2,3
3740,873,1,45,1
3741,349,6,14,4
3742,445,9,50,4
3743,410,25,68,5
3744,427,82,97,5
3745,603,89,81,5
3746,118,86,40,4
3747,343,18,57,2
3748,863,22,8,4
3749,81,51,86,5
3750,220,96,67,3
3751,547,51,84,5
3752,133,28,13,4
3753,561,23,95,4
3754,421,26,33,5
3755,611,57,94,1
3756,839,23,100,3
3757,32,97,12,4
3758,613,49,83,2
3759,292,55,24,4
3760,789,79,6,2
3761,376,73,51,4
3762,565,96,73,5
3763,361,79,62,4
3764,590,28,55,5
3765,644,43,26,2
3766,93,39,12,5
3767,232,15,51,3
3768,842,50,71,1
3769,791,20,36,5
3770,411,84,40,2
3771,200,88,7,4
3772,595,42,99,4
3773,175,97,5,3
3774,782,24,26,5
3775,832,61,71,1
3776,947,58,41,3
3777,666,86,47,3
3778,634,26,45,4
3779,196,55,51,2
3780,533,58,82,5
3781,738,3,67,4
3782,122,35,73,2
3783,505,40,90,2
3784,921,84,6,2
3785,823,74,4,1
3786,373,96,55,4
3787,156,71,75,2
3788,18,42,17,2
3789,585,94,72,3
3790,918,64,71,4
3791,675,38,40,4
3792,11,68,13,4
3793,539,49,68,2
3794,423,23,74,5
3795,527,61,8,3
3796,200,95,84,1
3797,728,86,90,5
3798,126,89,100,5
3799,217,38,2,2
3800,998,74,29,2
3801,672,18,18,4
3802,585,32,91,5
3803,327,85,68,5
3804,196,78,63,5
3805,343,81,22,4
3806,320,30,18,5
3807,903,85,40,3
3808,253,4,45,4
3809,327,6,75,5
3810,972,97,44,1
3811,863,68,57,1
3812,165,73,70,2
3813,518,69,66,2
3814,891,15,45,3
3815,903,12,76,3
3816,494,5,61,3
3817,332,89,99,5
3818,671,89,5,5
3819,333,11,63,1
3820,65,56,3,5
3821,455,98,34,1
3822,444,36,27,2
3823,173,76,69,4
3824,519,12,21,3
3825,326,69,60,4
3826,81,3,15,5
3827,82,57,82,5
3828,755,81,76,1
3829,719,12,67,4
3830,482,16,65,5
3831,48,73,63,5
3832,780,30,51,2
3833,364,68,28,1
3834,647,73,70,5
3835,873,42,35,4
3836,772,18,57,2
3837,884,98,53,5
3838,522,52,58,5
3839,752,53,97,2
3840,82,27,6,5
3841,939,18,53,3
3842,619,56,49,4
3843,102,50,77,2
3844,750,17,32,4
3845,313,72,84,3
3846,81,74,89,1
3847,264,89,60,3
3848,937,13,68,3
3849,420,85,69,5
3850,350,27,28,4
3851,997,10,76,1
3852,648,57,36,4
3853,58,80,4,2
3854,559,1,77,3
3855,542,2,85,1
3856,43,33,37,3
3857,244,28,45,3
3858,81,6,96,1
3859,231,70,93,1
3860,432,64,99,1
3861,559,41,94,1
3862,15,11,75,3
3863,904,93,14,1
3864,105,43,43,4
3865,935,47,55,5
3866,532,18,15,5
3867,10,39,82,2
3868,96,88,64,3
3869,916,52,21,4
3870,669,58,8,1
3871,608,68,17,1
3872,739,81,31,5
3873,469,38,60,3
3874,179,5,75,1
3875,309,93,67,1
3876,166,45,69,5
3877,137,89,43,3
3878,254,57,75,4
3879,269,97,89,4
3880,893,56,20,1
3881,618,9,9,3
3882,398,94,72,5
3883,663,99,63,3
3884,289,79,38,5
3885,112,65,72,2
3886,509,47,71,5
3887,256,30,33,5
3888,341,23,3,4
3889,347,64,81,4
3890,899,44,52,5
3891,461,64,4,2
3892,881,64,2,2
3893,946,30,49,2
3894,348,86,93,3
3895,34,68,59,2
3896,553,27,22,5
3897,435,61,66,5
3898,730,21,1,1
3899,938,86,17,4
3900,241,19,27,2
3901,47,81,13,3
3902,987,68,32,2
